line;num;key_in_map;inferred;dup;also_numbers;topic;file;also_topics;auto_topic;margin;section;first_words
543;284;284;;;;layout;layout-solver.md;demo;layout;3;Уроки 283–287 (19.08, перенесены из core/lessons.md 21.08 — застыли в коде и гейтах);[19.08] Витрина маскирует боевые дефекты: своя геометрия угла/эркера …
544;285;285;;;;layout;layout-solver.md;devops;layout;3;Уроки 283–287 (19.08, перенесены из core/lessons.md 21.08 — застыли в коде и гейтах);[19.08] Чистка артефактов ТОЛЬКО после захвата замка: `rm` до `flock`…
545;286;286;;;;devops;devops-deploy.md;;layout;0;Уроки 283–287 (19.08, перенесены из core/lessons.md 21.08 — застыли в коде и гейтах);[19.08] Повтор урока 264: `nohup … &` внутри фонового вызова харнесса…
546;287;287;;;;layout;layout-solver.md;;layout;5;Уроки 283–287 (19.08, перенесены из core/lessons.md 21.08 — застыли в коде и гейтах);[19.08] Состав схемы не имеет права зависеть от банка: наличие второй…
549;288;288;;;;layout;layout-solver.md;;layout;6;Уроки 288–291 (перенесены из core/lessons.md 21.08 — застыли в ADR-0113/0114 и коде);[19.08] Одно имя на две сущности молча теряет данные: галерея писала …
550;289;289;;;;layout;layout-solver.md;;layout;5;Уроки 288–291 (перенесены из core/lessons.md 21.08 — застыли в ADR-0113/0114 и коде);[19.08] Схема, которую исполняет боевой код без паспорта, невидима дл…
551;290;290;;;;layout;layout-solver.md;;layout;2;Уроки 288–291 (перенесены из core/lessons.md 21.08 — застыли в ADR-0113/0114 и коде);[19.08] Прятать предмет ради обхода мягкого замечания нельзя: убрал к…
552;291;291;;;;layout;layout-solver.md;memory;layout;4;Уроки 288–291 (перенесены из core/lessons.md 21.08 — застыли в ADR-0113/0114 и коде);[20.08] «Огонь отвлекает» ≠ «камин рядом с ТВ запрещён»: источники бь…
555;292;292;;;;devops;devops-deploy.md;catalog;layout;0;Уроки 292–296 (перенесены 21.08 — вшиты в ADR-0115…0118 и код);[21.08] Тест, читающий мутируемый файл вне git (sets3.json, перезапис…
556;293;293;;;;layout;layout-solver.md;;layout;7;Уроки 292–296 (перенесены 21.08 — вшиты в ADR-0115…0118 и код);[21.08] Суффикс-модификатор в `tpl_variant` (console_behind_sofa+shor…
557;294;294;;;;layout;layout-solver.md;;layout;3;Уроки 292–296 (перенесены 21.08 — вшиты в ADR-0115…0118 и код);[21.08] `block_bbox` не расширяет предметы под 45° (w/d без поворота)…
558;295;295;;;;layout;layout-solver.md;;layout;2;Уроки 292–296 (перенесены 21.08 — вшиты в ADR-0115…0118 и код);[21.08] Мини-сцена референса с дверью вплотную к композиции рождает л…
559;296;296;;;;layout;layout-solver.md;;layout;4;Уроки 292–296 (перенесены 21.08 — вшиты в ADR-0115…0118 и код);[21.08] Каскад состава, молча выбрасывающий предмет (торшер в эркере,…
562;297;297;;;;layout;layout-solver.md;;layout;5;Архив уроков (перенос из core/lessons.md 26.08 — Tier 1 держим ≤3 КБ);[21.08] acceptance_run РЕЗЮМИТ по существующему jsonl («готовые сцены…
563;298;298;;;;layout;layout-solver.md;;layout;2;Архив уроков (перенос из core/lessons.md 26.08 — Tier 1 держим ≤3 КБ);[21.08] Дельту экзамена сначала бисектить ДАННЫМИ (git stash движка +…
564;299;299;;;;layout;layout-solver.md;;layout;8;Архив уроков (перенос из core/lessons.md 26.08 — Tier 1 держим ≤3 КБ);[21.08] Две системы отсчёта одной оси: гейт _axis_off мерял от ЦЕНТРА…
565;300;300;;;;layout;layout-solver.md;;layout;4;Архив уроков (перенос из core/lessons.md 26.08 — Tier 1 держим ≤3 КБ);[21.08] Г-диван + ковёр: блок с ковром у угловых тихо теряет ковёр пр…
566;301;301;;;;catalog;catalog-stock.md;;catalog;0;Архив уроков (перенос из core/lessons.md 26.08 — Tier 1 держим ≤3 КБ);[26.08] Лечение данных мимо ворот первичной сборки тихо ломает продук…
567;302;302;;;;layout;layout-solver.md;;layout;7;Архив уроков (перенос из core/lessons.md 26.08 — Tier 1 держим ≤3 КБ);[26.08] Величина, посчитанная в трёх местах, разойдётся: ось «диван →…
570;303;303b;;dup;;catalog;catalog-stock.md;;catalog;5;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[28.08] «Тяжелее и в большем разрешении» ≠ лучше. `birefnet/v2` Gener…
571;304;304;;;;catalog;catalog-stock.md;;catalog;3;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[28.08] Вердикт по стороннему эндпоинту протухает молча. Анти-паттерн…
572;305;305;;;;catalog;catalog-stock.md;;catalog;3;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[28.08] Метрика, опирающаяся на тот же признак, что и алгоритм, льсти…
573;306;306;;;;catalog;catalog-stock.md;;catalog;2;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[28.08] Контактную тень нельзя отбраковывать правилом «целиком ниже т…
574;307;307;;;;catalog;catalog-stock.md;;catalog;2;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[28.08] `opening` и заливка дыр в маске запрещены на мебели: opening …
575;308;308a;;dup;;catalog;catalog-stock.md;mesh;catalog;4;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[28.08] Обрывок фона в маске — брак для 3D, а не косметика. У стула W…
576;309;309a;;dup;;catalog;catalog-stock.md;mesh;catalog;4;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[28.08] Фото-коллаж (баннер магазина) не чинится вычисткой маски — та…
577;310;310a;;dup;;catalog;catalog-stock.md;;catalog;3;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[28.08] Фон нельзя мерить квантилем расстояния по пограничной полосе …
578;311;311a;;dup;;catalog;catalog-stock.md;;catalog;4;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[28.08] «Насыщенная область большой площади» — не признак баннерной п…
579;312;312a;;dup;;catalog;catalog-stock.md;;catalog;2;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[28.08] Приблизительная маска в проверке может ПЕРЕВЕРНУТЬ вывод, а н…
580;313;313;;;;mesh;mesh-salad-pool.md;catalog;catalog;3;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[28.08] Готовность артефакта надо привязывать к ВЕРСИИ входа, а не к …
581;314;314;;;;mesh;mesh-salad-pool.md;catalog;catalog;3;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[28.08] `least(old,new)` в upsert приоритета делает приоритет липким:…
582;315;315;;;;catalog;catalog-stock.md;layout;catalog;4;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[28.08] Идентичность объекта заводить ДО того, как на неё начнут ссыл…
583;316;316;;;;catalog;catalog-stock.md;mesh;catalog;4;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[28.08] Жёсткое правило, включённое разом, останавливает систему. «За…
584;317;317;;;;catalog;catalog-stock.md;;catalog;4;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[28.08] Пороги «из головы» дороже, чем кажется. Первые ворота пригодн…
585;318;318;;;;catalog;catalog-stock.md;;catalog;3;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[28.08] Измерения и политику хранить раздельно. `photo_assessment` де…
586;319;319;;;;catalog;catalog-stock.md;mesh;catalog;2;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[29.08, наблюдение владельца] Полупрозрачное и «фон сквозь товар» — и…
587;320;320;;;;catalog;catalog-stock.md;;catalog;5;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[29.08] Сбой проверки нельзя записывать как отрицательный вердикт. `i…
588;321;321;;;;catalog;catalog-stock.md;;catalog;2;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[29.08] Правку вырезки применять по роли, а не глобально. Рост маски …
589;322;322;;;;catalog;catalog-stock.md;mesh;catalog;4;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[29.08] Прозрачность и занятость — разные величины, и потребители у н…
590;323;323;;;;catalog;catalog-stock.md;;catalog;6;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[29.08] Инцидент: сломанная проба выбросила 126 товаров из комплектов…
591;324;324;;;;catalog;catalog-stock.md;;catalog;5;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[29.08] Сбой LLM нельзя записывать как готовый результат — то же семе…
592;325;325;;;;catalog;catalog-stock.md;;catalog;4;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[29.08] «Есть строка в таблице» ≠ «этап пройден». Конвейер заводит ст…
593;326;326;;;;catalog;catalog-stock.md;;catalog;9;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[29.08] Текстовый маркер «нет в наличии» нельзя применять без проверк…
594;327;327;;;;devops;devops-deploy.md;catalog;catalog;1;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[30.08] `str.replace` без проверки вхождения — тихий no-op, и py_comp…
595;328;328;;;;mesh;mesh-salad-pool.md;;catalog;2;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[29.08] Порог живучести обязан ПЕРЕКРЫВАТЬ время старта. Проверка гот…
596;329;329;;;;mesh;mesh-salad-pool.md;;mesh;2;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[29.08] Облако тарифицирует СОСТОЯНИЕ, а не работу карты: `running` и…
597;330;330;;;;devops;devops-deploy.md;;devops;1;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[29.08] На exit-fi `INPUT DROP`: контейнер не достучится до сервиса, …
598;331;331;;;;devops;devops-deploy.md;catalog;catalog;4;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[29.08] Скрипты scout с кодом на уровне модуля (`health.py`, `style_s…
599;332;332;;;;mesh;mesh-salad-pool.md;;mesh;2;Уроки 303–307 (28.08, вырезка фона — застыли в `tools/scout/mask_bench/`, ADR к записи);[31.08] Пул исполнителей, снятый один раз на старте, не переживает эл…
603;308;308b;inferred;dup;;mesh;mesh-salad-pool.md;devops;mesh;1;Уроки 308–312 (28–29.08, перенесены из core/lessons.md 31.08 — верх файла был обрезан прошлым сводом, восстановлено из git a6a8eb8/4cf40d0);Чинить по одной ошибке за цикл на медленной удалённой петле — дороже …
606;309;309b;inferred;dup;;mesh;mesh-salad-pool.md;;mesh;3;Уроки 308–312 (28–29.08, перенесены из core/lessons.md 31.08 — верх файла был обрезан прошлым сводом, восстановлено из git a6a8eb8/4cf40d0);Порог живучести обязан ПЕРЕКРЫВАТЬ время старта. Готовность Salad име…
609;310;310b;inferred;dup;;mesh;mesh-salad-pool.md;;mesh;8;Уроки 308–312 (28–29.08, перенесены из core/lessons.md 31.08 — верх файла был обрезан прошлым сводом, восстановлено из git a6a8eb8/4cf40d0);Облако тарифицирует СОСТОЯНИЕ, а не работу карты: `running` идёт в сч…
612;311;311b;inferred;dup;;devops;devops-deploy.md;;devops;3;Уроки 308–312 (28–29.08, перенесены из core/lessons.md 31.08 — верх файла был обрезан прошлым сводом, восстановлено из git a6a8eb8/4cf40d0);На exit-fi `INPUT DROP`: контейнер не достучится до сервиса на шлюзе …
615;312;312b;inferred;dup;;devops;devops-deploy.md;;mesh;1;Уроки 308–312 (28–29.08, перенесены из core/lessons.md 31.08 — верх файла был обрезан прошлым сводом, восстановлено из git a6a8eb8/4cf40d0);29.08: скрипты scout с кодом на уровне модуля (`health.py`, `style_sc…
617;333;333;;;;mesh;mesh-salad-pool.md;devops;mesh;0;Уроки 308–312 (28–29.08, перенесены из core/lessons.md 31.08 — верх файла был обрезан прошлым сводом, восстановлено из git a6a8eb8/4cf40d0);[30-31.08, меши/Salad] Пачка мелких граблей одного прогона, каждая из…
621;334;334;inferred;;;catalog;catalog-stock.md;;catalog;7;Уроки 334–338 (31.08, перенесены из core/lessons.md 01.09 — Tier 1 держим ≤3 КБ);31.08 (наличие каталога, ADR-0141): «есть в фиде + есть цена» — НЕ на…
625;335;335;inferred;;;catalog;catalog-stock.md;;catalog;2;Уроки 334–338 (31.08, перенесены из core/lessons.md 01.09 — Tier 1 держим ≤3 КБ);31.08 (грабли той же починки): `'\x1f'.isspace()` → True, поэтому `st…
629;336;336;inferred;;;mesh;mesh-salad-pool.md;;mesh;0;Уроки 334–338 (31.08, перенесены из core/lessons.md 01.09 — Tier 1 держим ≤3 КБ);30-31.08 (меши/Salad): pyflakes воркера ДО сборки образа, `pgrep -f`/…
631;337;337;inferred;;;mesh;mesh-salad-pool.md;;mesh;1;Уроки 334–338 (31.08, перенесены из core/lessons.md 01.09 — Tier 1 держим ≤3 КБ);31.08 (конвейер мешей, урок 332, чинено ADR-0142): состав нод, снятый…
634;338;338;inferred;;;mesh;mesh-salad-pool.md;;mesh;1;Уроки 334–338 (31.08, перенесены из core/lessons.md 01.09 — Tier 1 держим ≤3 КБ);31.08 (фронт корпусных): цвет/edge/шейдинг фасада НЕ работают — истин…
636;;б/н;overflow;;;demo;demo-planner.md;viz;demo;2;Уроки 334–338 (31.08, перенесены из core/lessons.md 01.09 — Tier 1 держим ≤3 КБ);31.08 (scene3d, ADR-0140): сдвиг растеризаторов калибровать медианой,…
641;339;339;inferred;;;mesh;mesh-salad-pool.md;;mesh;1;Уроки 339–342 (01.09, перенесены из core/lessons.md 01.09 — Tier 1 держим ≤3 КБ);01.09 (меши, ADR-0143): АВТОРЕМОНТ ГОДНОЙ МОДЕЛИ — ЧИСТЫЙ УБЫТОК. С H…
648;340;340;inferred;;;mesh;mesh-salad-pool.md;;viz;1;Уроки 339–342 (01.09, перенесены из core/lessons.md 01.09 — Tier 1 держим ≤3 КБ);01.09 (Hunyuan3D-Paint 2.1): текстовой инструкции покраске НЕТ, хотя …
653;341;341;inferred;;;catalog;catalog-stock.md;;catalog;8;Уроки 339–342 (01.09, перенесены из core/lessons.md 01.09 — Tier 1 держим ≤3 КБ);01.09 (ссылки/наличие, ADR-0144): ПРАВИЛО ИЗ ОДНОГО НАБЛЮДЕНИЯ ОСЛЕПИ…
663;342;342;inferred;;;estimate;estimate-ads-leads.md;catalog;catalog;5;Уроки 339–342 (01.09, перенесены из core/lessons.md 01.09 — Tier 1 держим ≤3 КБ);01.09 (деньги, ADR-0144): ПРЯМАЯ ССЫЛКА В МАГАЗИН — КЛИК МИМО ПАРТНЁР…
672;343;343;inferred;;;catalog;catalog-stock.md;;catalog;4;Уроки 343–345 (01.09, перенесены из core/lessons.md 01.09 — Tier 1 держим ≤3 КБ);01.09 (ссылки, ADR-0144): ПРОВЕРЯЙ РОВНО ТОТ АДРЕС, КОТОРЫЙ ПОКАЗЫВАЕ…
676;344;344;inferred;;;estimate;estimate-ads-leads.md;catalog;catalog;3;Уроки 343–345 (01.09, перенесены из core/lessons.md 01.09 — Tier 1 держим ≤3 КБ);01.09 (деньги, ADR-0144): прямая ссылка в магазин = клик мимо партнёр…
678;345;345;inferred;;;mesh;mesh-salad-pool.md;;mesh;2;Уроки 343–345 (01.09, перенесены из core/lessons.md 01.09 — Tier 1 держим ≤3 КБ);01.09 (цвет мешей, ADR-0145): рычаг проверяй ДО того, как строить на …
682;;б/н;overflow;;;catalog;catalog-stock.md;memory+demo;catalog;1;Уроки 343–345 (01.09, перенесены из core/lessons.md 01.09 — Tier 1 держим ≤3 КБ);01.09 (галерея): «дублей нет» сказано по слабой проверке (SKU + файл …
688;347;347;inferred;;;mesh;mesh-salad-pool.md;;mesh;3;Уроки 347–348 (01.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);01.09 (прогон мешей, ADR-0146): «умер по OOM» и «тормозит» снаружи не…
691;348;348;inferred;;;devops;devops-deploy.md;mesh;devops;2;Уроки 347–348 (01.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);01.09 (конвейер): надпись в логе идущего процесса врёт про свежий код…
694;;б/н;overflow;;;devops;devops-deploy.md;demo;viz;0;Уроки 347–348 (01.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);01.09 Сервис держит СТАРЫЙ код в памяти. Правки камеры не появлялись …
698;;б/н;overflow;;;devops;devops-deploy.md;;devops;2;Уроки 347–348 (01.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);01.09 Частичная локальная копия НЕ должна ложиться поверх серверной. …
702;;б/н;overflow;;;memory;memory-process.md;catalog;catalog;0;Уроки 347–348 (01.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);01.09 Платный прогон пишет результат ПАЧКАМИ, а не в конце. Разметка …
705;;б/н;overflow;;;memory;memory-process.md;;memory;1;Уроки 347–348 (01.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);01.09 Требование владельца может значить не то, что сказано. «Определ…
708;;б/н;overflow;;;catalog;catalog-stock.md;;catalog;2;Уроки 347–348 (01.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);01.09 Описание товара — ненадёжный источник чисел. «Стулья можно штаб…
713;349;349;inferred;;;mesh;mesh-salad-pool.md;devops;devops;1;Уроки 349–354 (01.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);01.09 (простой нод): проверяй ОБЕ стороны переноса: Codex
716;350;350;inferred;;;devops;devops-deploy.md;demo;demo;0;Уроки 349–354 (01.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);01.09 долгоживущий сервис/контейнер держит СТАРЫЙ код: после правки п…
718;351;351;inferred;;;devops;devops-deploy.md;;devops;2;Уроки 349–354 (01.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);01.09 частичная локальная копия не должна ложиться поверх серверной —…
720;352;352;inferred;;;memory;memory-process.md;catalog;mesh;0;Уроки 349–354 (01.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);01.09 платный прогон пишет пачками, а не в конце: обрыв стирает оплач…
721;353;353a;inferred;dup;;memory;memory-process.md;;memory;1;Уроки 349–354 (01.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);01.09 требование владельца может значить не то, что сказано («каждый …
723;354;354a;inferred;dup;;catalog;catalog-stock.md;;catalog;2;Уроки 349–354 (01.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);01.09 число из ОПИСАНИЯ товара засчитывать только рядом со словом о п…
728;353;353b;inferred;dup;;mesh;mesh-salad-pool.md;;mesh;2;Уроки 353–358 (01.09, перенесены из core/lessons.md — Tier 1 ≤3 КБ);01.09 (очередь мешей, ADR-0153): «полезнее всего то, чего больше» — л…
732;354;354b;inferred;dup;;mesh;mesh-salad-pool.md;catalog;mesh;1;Уроки 353–358 (01.09, перенесены из core/lessons.md — Tier 1 ≤3 КБ);01.09 (гейты, ADR-0152/0153): проверка сравнивала несравнимое — у мод…
735;355;355;inferred;;;devops;devops-deploy.md;mesh;layout;0;Уроки 353–358 (01.09, перенесены из core/lessons.md — Tier 1 ≤3 КБ);01.09 (тихие отказы, три за день): `psql` без `ON_ERROR_STOP` отдаёт …
739;356;356;inferred;;;mesh;mesh-salad-pool.md;;mesh;1;Уроки 353–358 (01.09, перенесены из core/lessons.md — Tier 1 ≤3 КБ);01.09 (выкатка на ноды, ADR-0154): менять образ у существующей группы…
742;357;357a;inferred;dup;;demo;demo-planner.md;;demo;1;Уроки 353–358 (01.09, перенесены из core/lessons.md — Tier 1 ≤3 КБ);Массовая замена подстроки в CSS ломает длинные значения (01.09): `#ff…
746;358;358a;inferred;dup;;demo;demo-planner.md;;demo;1;Уроки 353–358 (01.09, перенесены из core/lessons.md — Tier 1 ≤3 КБ);Общий короткий класс в одностраничном html — источник тихих дефектов …
752;357;357b;inferred;dup;;demo;demo-planner.md;;viz;1;Уроки 357–360 (01.09, перенесены из core/lessons.md — Tier 1 ≤3 КБ);Две конвенции угла в одном файле нельзя сводить «по числу» (01.09): у…
755;358;358b;inferred;dup;;demo;demo-planner.md;;demo;1;Уроки 357–360 (01.09, перенесены из core/lessons.md — Tier 1 ≤3 КБ);Два потребителя одного решения = гарантированное расхождение (01.09):…
758;359;359;inferred;;;mesh;mesh-salad-pool.md;;mesh;3;Уроки 357–360 (01.09, перенесены из core/lessons.md — Tier 1 ≤3 КБ);01.09 (ноды Salad, ADR-0157): «платформа не даёт машин» оказалось наш…
762;360;360;inferred;;;mesh;mesh-salad-pool.md;;mesh;2;Уроки 357–360 (01.09, перенесены из core/lessons.md — Tier 1 ≤3 КБ);01.09 (выкатка на ноды, ADR-0154): «разовая плата 25-35 мин» оказалас…
766;;б/н;overflow;;;mesh;mesh-salad-pool.md;;mesh;1;Уроки 357–360 (01.09, перенесены из core/lessons.md — Tier 1 ≤3 КБ);01.09 (ноды, ADR-0157): ручной приём — заплатка со сроком годности. Д…
767;;б/н;overflow;;;mesh;mesh-salad-pool.md;;mesh;1;Уроки 357–360 (01.09, перенесены из core/lessons.md — Tier 1 ≤3 КБ);02.09 (Salad, ресурсы группы): ресурсы правятся на живой группе (в от…
770;361;361;inferred;;;mesh;mesh-salad-pool.md;memory;mesh;2;Уроки 361–364 (02.09, пул Salad и границы разрешения);02.09 (дыра в защите): нашёл нехватку предохранителя, записал в план …
773;362;362;inferred;;;mesh;mesh-salad-pool.md;;mesh;4;Уроки 361–364 (02.09, пул Salad и границы разрешения);02.09 (цена смены образа): каждая правка поднимает версию и ПЕРЕЗАПУС…
775;363;363;inferred;;;memory;memory-process.md;mesh;mesh;0;Уроки 361–364 (02.09, пул Salad и границы разрешения);02.09 (границы разрешения): «уменьшай без согласования» не значит «ув…
777;364;364;inferred;;;mesh;mesh-salad-pool.md;;mesh;3;Уроки 361–364 (02.09, пул Salad и границы разрешения);02.09 (Salad, пороги закачки): три выкоса пула за сутки случились пот…
784;365;365;inferred;;;memory;memory-process.md;;memory;1;Уроки 365–368 (02.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);Блокнот теряется при параллельных сессиях (01–02.09, дважды): чужой `…
786;366;366;inferred;;;demo;demo-planner.md;;demo;2;Уроки 365–368 (02.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);В одностраничном html побеждает не текст правила, а его место и сила …
789;367;367;inferred;;;demo;demo-planner.md;devops;demo;0;Уроки 365–368 (02.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);Скриншот прода снимаем локально playwright'ом до показа владельцу (02…
791;368;368;inferred;;;demo;demo-planner.md;;demo;2;Уроки 365–368 (02.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);`a+':'+b` от неопределённых полей — всегда истина, `||`-запасной за н…
798;369;369;inferred;;;demo;demo-planner.md;;demo;2;Уроки 369–371 (02.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);Молчаливый фолбэк — это отказ, которого не видно (02.09): демо рендер…
804;370;370;inferred;;;demo;demo-planner.md;layout;demo;4;Уроки 369–371 (02.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);pydantic v2 запрещает запись необъявленных атрибутов (02.09): `pl.hun…
808;371;371;inferred;;;demo;demo-planner.md;;demo;8;Уроки 369–371 (02.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);Окно, которое человек не закрывал, должно пережить вложенное окно (02…
813;372;372;inferred;;;mesh;mesh-salad-pool.md;;mesh;4;Уроки 372–373 (02.09, логи и молчаливые пропуски на нодах);Наши логи на Salad непригодны для разбора — мы сами их залили (02.09)…
818;373;373;inferred;;;mesh;mesh-salad-pool.md;;mesh;2;Уроки 372–373 (02.09, логи и молчаливые пропуски на нодах);Молчаливый пропуск шага виден только в логах ноды (02.09): `cut_alien…
825;374;374;;;;demo;demo-planner.md;;demo;4;Уроки 374–377 (02.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);374. Оптимизацию мерить, а не выводить (ADR-0183). Мерил старый код —…
830;375;375;;;;demo;demo-planner.md;;demo;4;Уроки 374–377 (02.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);375. Починил — проверь, какой ветвью ходит бой (ADR-0184). Дефект про…
833;376;376;;;;demo;demo-planner.md;;demo;3;Уроки 374–377 (02.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);376. Ускорение одного режима тихо портит соседний, если у них общий а…
837;377;377;;;;demo;demo-planner.md;;demo;5;Уроки 374–377 (02.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);377. Варианты фильтра мерить на ОДНОМ снятом кадре (ADR-0164). Сцена …
842;378;378;;;;demo;demo-planner.md;;demo;6;Уроки 374–377 (02.09, перенесены из core/lessons.md — Tier 1 держим ≤3 КБ);378. Локальный признак не отличает дефект от формы (ADR-0164). Заплат…
850;379;379;;;;demo;demo-planner.md;mesh;demo;4;Уроки 379–381 (02.09, щели в мешах: симптом против причины);379. Полтора дня лечил симптом. Белые крапины на мебели закрашивал в …
856;380;380;;;;demo;demo-planner.md;;demo;2;Уроки 379–381 (02.09, щели в мешах: симптом против причины);380. Общий флаг между потоками ломает и скорость, и воспроизводимость…
862;381;381;;;;demo;demo-planner.md;;demo;3;Уроки 379–381 (02.09, щели в мешах: симптом против причины);381. Диагноз проверяй маской, а не глазом. «Тёмные пятна — это не мои…
868;382;382;;;;mesh;mesh-salad-pool.md;;mesh;9;Уроки 382–384;382. Две группы Salad делят одну квоту реплик. `mesh-fresh-1` осталас…
873;383;383;;;;mesh;mesh-salad-pool.md;;mesh;2;Уроки 382–384;383. Тело создания группы нельзя собрать из её же GET. `registry_auth…
878;384;384;;;;mesh;mesh-salad-pool.md;;mesh;6;Уроки 382–384;384. `storage_amount` — фильтр подбора машин, а не место под образ. Р…
885;385;385;;;;mesh;mesh-salad-pool.md;;mesh;7;Уроки 385–386;385. Отказ без текста ошибки в логе = потерянные часы. Конвейер мешей…
891;386;386;;;;mesh;mesh-salad-pool.md;;mesh;5;Уроки 385–386;386. Свою защиту проверять раньше платформы. Пул не наполнялся, и я с…
897;387;387;;;;mesh;mesh-salad-pool.md;;mesh;4;Уроки 385–386;387. «СБОЙ» шага в логе конвейера — сперва `journalctl`, потом логика…
902;388;388;;;;mesh;mesh-salad-pool.md;;mesh;10;Уроки 385–386;388. «Running» у Salad не значит «работает» (02.09): две ноды провисе…
908;389;389;;;;catalog;catalog-stock.md;;catalog;1;Уроки 385–386;389. Комментарий в коде — не факт о внешнем источнике (03.09): `catal…
912;390;390;;;;mesh;mesh-salad-pool.md;catalog;mesh;2;Уроки 385–386;390. Тихий фолбэк в предикате готовности = ложь по всему каталогу (03…
915;391;391;;;;mesh;mesh-salad-pool.md;;mesh;5;Уроки 385–386;391. trimesh на плотных Hunyuan-мешах не отдаёт память (03.09): +100 …
918;392;392;;;;mesh;mesh-salad-pool.md;catalog;mesh;2;Уроки 385–386;392. Инференс из меша проверять против тупого приора, не только проти…
921;393;393;;;;catalog;catalog-stock.md;;mesh;1;Уроки 385–386;393. Порог по сумме источников не ловит исчезновение одного (03.09): …
926;394;394a;;dup;;mesh;mesh-salad-pool.md;;mesh;5;Уроки 394–395 (03.09, пул мешей);394. Проверку ставь туда, где она будет выполняться. Пересадка зомби-…
